timestamp,latency_ms,jitter_ms,bandwidth_mbps
2026-05-29 01:32:15,81.15,0.0,0.0
2026-05-29 01:32:18,81.15,0.0,0.0001
2026-05-29 01:32:21,81.15,1.25,0.0001
2026-05-29 01:32:24,81.15,2.671,0.0001
2026-05-29 01:32:27,81.15,4.078,0.0001
2026-05-29 01:32:30,81.15,6.443,0.0001
2026-05-29 01:32:33,81.15,7.011,0.0001
2026-05-29 01:32:37,81.15,7.447,0.0001
2026-05-29 01:32:40,81.15,7.458,0.0001
2026-05-29 01:32:43,81.15,7.268,0.0001
2026-05-29 01:32:46,81.15,7.142,0.0001
2026-05-29 01:32:49,81.15,7.024,0.0001
2026-05-29 01:32:52,81.15,7.106,0.0001
2026-05-29 01:32:55,81.15,7.173,0.0001
2026-05-29 01:32:58,81.15,7.181,0.0001
2026-05-29 01:33:01,81.15,7.846,0.0001
2026-05-29 01:33:04,81.15,8.124,0.0001
2026-05-29 01:33:07,81.15,8.365,0.0001
2026-05-29 01:33:10,81.15,8.383,0.0001
2026-05-29 01:33:13,81.15,8.3,0.0001
2026-05-29 01:33:16,81.15,8.222,0.0001
2026-05-29 01:33:19,81.15,8.093,0.0001
2026-05-29 01:33:22,81.15,8.015,0.0001
2026-05-29 01:33:25,81.15,7.833,0.0001
2026-05-29 01:33:28,81.15,7.735,0.0001
2026-05-29 01:33:31,81.15,7.536,0.0001
2026-05-29 01:33:34,81.15,7.438,0.0001
2026-05-29 01:33:37,81.15,7.264,0.0001
2026-05-29 01:33:40,81.15,7.197,0.0001
2026-05-29 01:33:43,81.15,7.062,0.0001
2026-05-29 01:33:46,81.15,6.96,0.0001
2026-05-29 01:33:49,81.15,6.975,0.0001
2026-05-29 01:33:52,81.15,7.021,0.0001
2026-05-29 01:33:55,81.15,7.009,0.0001
2026-05-29 01:33:58,81.15,6.948,0.0001
2026-05-29 01:34:01,81.15,6.905,0.0001
2026-05-29 01:34:04,81.15,6.81,0.0001
2026-05-29 01:34:07,81.15,6.759,0.0001
2026-05-29 01:34:11,81.15,6.655,0.0001
2026-05-29 01:34:14,81.15,6.602,0.0001
2026-05-29 01:34:17,81.15,6.508,0.0001
2026-05-29 01:34:20,81.15,6.47,0.0001
2026-05-29 01:34:23,81.15,6.476,0.0001
2026-05-29 01:34:26,81.15,6.492,0.0001
2026-05-29 01:34:29,81.15,6.515,0.0001
2026-05-29 01:34:32,81.15,6.515,0.0001
2026-05-29 01:34:35,81.15,6.614,0.0001
2026-05-29 01:34:38,81.15,6.805,0.0001
2026-05-29 01:34:41,81.15,7.04,0.0001
2026-05-29 01:34:44,81.15,7.1,0.0001
2026-05-29 01:34:47,81.15,7.146,0.0001
