timestamp,real_step,pH,T_C,NH3_pct,mode,actual_risk,rb_risk,fql_risk,dqn_risk,rb_correct,fql_correct,dqn_correct,fql_steps,epsilon,bandwidth_mbps,latency_ms
2026-05-26 21:34:05,1,7.507,0.0,0.2639,RB,0,0,0,-1,1,1,-1,1,0.2999,0.0,0.0
2026-05-26 21:34:07,2,7.468,0.0,0.2413,RB,0,0,0,-1,1,1,-1,2,0.2997,0.0,0.0
2026-05-26 21:34:09,3,7.502,0.0,0.2609,RB,0,0,0,-1,1,1,-1,3,0.2996,0.0,0.0
2026-05-26 21:34:11,4,7.541,0.0,0.2853,RB,0,0,2,-1,1,0,-1,4,0.2994,0.0,0.0
2026-05-26 21:34:13,5,7.524,0.0,0.2744,RB,0,0,0,-1,1,1,-1,5,0.2993,0.0,0.0
2026-05-26 21:34:15,6,7.502,0.0,0.2609,RB,0,0,0,-1,1,1,-1,6,0.2991,0.0,0.0
2026-05-26 21:34:17,7,7.474,0.0,0.2446,RB,0,0,0,-1,1,1,-1,7,0.299,0.0,0.0
2026-05-26 21:34:19,8,7.485,0.0,0.2509,RB,0,0,3,-1,1,0,-1,8,0.2988,0.0,0.0
2026-05-26 21:34:21,9,7.524,0.0,0.2744,RB,0,0,0,-1,1,1,-1,9,0.2987,0.0,0.0
2026-05-26 21:34:23,10,7.524,0.0,0.2744,RB,0,0,0,-1,1,1,-1,10,0.2985,0.0,0.0
2026-05-26 21:34:25,11,7.524,0.0,0.2744,RB,0,0,0,-1,1,1,-1,11,0.2984,0.0,0.0
