timestamp,real_step,pH,T_C,NH3_pct,mode,actual_risk,rb_risk,fql_risk,dqn_risk,rb_correct,fql_correct,dqn_correct,fql_steps,epsilon,bandwidth_mbps,latency_ms
2026-05-25 22:00:27,1,7.703,25.0,2.7821,RB,1,1,1,-1,1,1,-1,1,0.2999,0.0,0.0
2026-05-25 22:00:29,2,7.709,25.0,2.8197,RB,1,1,1,-1,1,1,-1,2,0.2997,0.0,0.0
2026-05-25 22:00:31,3,7.664,25.0,2.5492,RB,1,1,2,-1,1,0,-1,3,0.2996,0.0,0.0
2026-05-25 22:00:33,4,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,4,0.2994,0.0,0.0
2026-05-25 22:00:35,5,7.709,25.0,2.8197,RB,1,1,1,-1,1,1,-1,5,0.2993,0.0,0.0
2026-05-25 22:00:37,6,7.669,25.0,2.578,RB,1,1,1,-1,1,1,-1,6,0.2991,0.0,0.0
2026-05-25 22:00:39,7,7.681,25.0,2.6483,RB,1,1,1,-1,1,1,-1,7,0.299,0.0,0.0
2026-05-25 22:00:41,8,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,8,0.2988,0.0,0.0
2026-05-25 22:00:43,9,7.664,25.0,2.5492,RB,1,1,1,-1,1,1,-1,9,0.2987,0.0,0.0
2026-05-25 22:00:45,10,7.664,25.0,2.5492,RB,1,1,3,-1,1,0,-1,10,0.2985,0.0,0.0
2026-05-25 22:00:47,11,7.703,25.0,2.7821,RB,1,1,1,-1,1,1,-1,11,0.2984,0.0,0.0
2026-05-25 22:00:49,12,7.669,25.0,2.578,RB,1,1,1,-1,1,1,-1,12,0.2982,0.0,0.0
2026-05-25 22:00:51,13,7.681,25.0,2.6483,RB,1,1,1,-1,1,1,-1,13,0.2981,0.0,0.0
2026-05-25 22:00:53,14,7.709,25.0,2.8197,RB,1,1,1,-1,1,1,-1,14,0.2979,0.0,0.0
2026-05-25 22:00:55,15,7.703,25.0,2.7821,RB,1,1,3,-1,1,0,-1,15,0.2978,0.0,0.0
2026-05-25 22:00:57,16,7.658,25.0,2.5151,RB,1,1,1,-1,1,1,-1,16,0.2976,0.0,0.0
2026-05-25 22:00:59,17,7.709,25.0,2.8197,RB,1,1,1,-1,1,1,-1,17,0.2975,0.0,0.0
2026-05-25 22:01:01,18,7.681,25.0,2.6483,RB,1,1,3,-1,1,0,-1,18,0.2973,0.0,0.0
2026-05-25 22:01:03,19,7.653,25.0,2.4871,RB,1,1,1,-1,1,1,-1,19,0.2972,0.0,0.0
2026-05-25 22:01:05,20,7.709,25.0,2.8197,RB,1,1,1,-1,1,1,-1,20,0.297,0.0,0.0
2026-05-25 22:01:07,21,7.642,25.0,2.4264,RB,1,1,1,-1,1,1,-1,21,0.2969,0.0,0.0
2026-05-25 22:01:09,22,7.709,25.0,2.8197,RB,1,1,1,-1,1,1,-1,22,0.2967,0.0,0.0
2026-05-25 22:01:11,23,7.697,25.0,2.745,RB,1,1,3,-1,1,0,-1,23,0.2966,0.0,0.0
2026-05-25 22:01:13,24,7.647,25.0,2.4538,RB,1,1,1,-1,1,1,-1,24,0.2964,0.0,0.0
2026-05-25 22:01:16,25,7.709,25.0,2.8197,RB,1,1,1,-1,1,1,-1,25,0.2963,0.0,0.0
