timestamp,real_step,pH,T_C,NH3_pct,mode,actual_risk,rb_risk,fql_risk,dqn_risk,rb_correct,fql_correct,dqn_correct,fql_steps,epsilon,bandwidth_mbps,latency_ms,jitter_ms
2026-05-29 01:43:21,22,7.547,25.0,1.959,RB,1,1,1,-1,1,1,-1,22,0.2967,0.000101,12.51,6.345
2026-05-29 01:43:23,23,7.524,25.0,1.8598,RB,1,1,1,-1,1,1,-1,23,0.2966,0.00011,10.63,6.501
2026-05-29 01:43:25,24,7.491,25.0,1.7261,RB,1,1,1,-1,1,1,-1,24,0.2964,0.000108,7.99,6.517
2026-05-29 01:43:27,25,7.547,25.0,1.959,RB,1,1,1,-1,1,1,-1,25,0.2963,0.00011,6.88,6.271
2026-05-29 01:43:29,26,7.541,25.0,1.9326,RB,1,1,1,-1,1,1,-1,26,0.2961,0.000102,4.63,5.922
2026-05-29 01:43:31,27,7.502,25.0,1.7696,RB,1,1,1,-1,1,1,-1,27,0.296,8.1e-05,7.58,6.16
2026-05-29 01:43:33,28,7.558,25.0,2.0082,RB,1,1,0,-1,1,0,-1,28,0.2958,9e-05,9.05,5.867
2026-05-29 01:43:35,29,7.547,25.0,1.959,RB,1,1,1,-1,1,1,-1,29,0.2957,0.000104,8.45,5.911
2026-05-29 01:43:37,30,7.496,25.0,1.7457,RB,1,1,1,-1,1,1,-1,30,0.2955,9.6e-05,9.99,5.88
2026-05-29 01:43:39,31,7.552,25.0,1.9812,RB,1,1,3,-1,1,0,-1,31,0.2954,7.8e-05,10.66,5.639
2026-05-29 01:43:41,32,7.547,25.0,1.959,RB,1,1,2,-1,1,0,-1,32,0.2952,7.6e-05,7.6,6.039
2026-05-29 01:43:43,33,7.491,25.0,1.7261,RB,1,1,1,-1,1,1,-1,33,0.2951,7.8e-05,7.23,6.031
2026-05-29 01:43:45,34,7.547,25.0,1.959,RB,1,1,3,-1,1,0,-1,34,0.2949,8.9e-05,9.12,5.689
2026-05-29 01:43:47,35,7.547,25.0,1.959,RB,1,1,1,-1,1,1,-1,35,0.2948,9.4e-05,6.62,5.724
2026-05-29 01:43:49,36,7.491,25.0,1.7261,RB,1,1,1,-1,1,1,-1,36,0.2946,9.9e-05,5.74,5.864
2026-05-29 01:43:51,37,7.547,25.0,1.959,RB,1,1,1,-1,1,1,-1,37,0.2945,0.000116,6.14,5.843
2026-05-29 01:43:53,38,7.547,25.0,1.959,RB,1,1,1,-1,1,1,-1,38,0.2944,0.000128,8.51,5.797
2026-05-29 01:43:55,39,7.491,25.0,1.7261,RB,1,1,1,-1,1,1,-1,39,0.2942,0.000119,8.78,5.512
2026-05-29 01:43:57,40,7.541,25.0,1.9326,RB,1,1,1,-1,1,1,-1,40,0.2941,0.00013,10.25,5.659
