timestamp,latency_ms,jitter_ms,bandwidth_mbps
2026-05-29 01:32:15,0.0,0.0,0.0
2026-05-29 01:32:18,7.99,0.0,0.0
2026-05-29 01:32:21,7.99,2.356,0.0001
2026-05-29 01:32:24,7.99,3.816,0.0001
2026-05-29 01:32:27,7.99,5.187,0.0001
2026-05-29 01:32:30,7.99,5.964,0.0001
2026-05-29 01:32:33,7.99,7.054,0.0001
2026-05-29 01:32:37,7.99,7.233,0.0001
2026-05-29 01:32:40,7.99,7.233,0.0001
2026-05-29 01:32:43,7.99,7.233,0.0001
2026-05-29 01:32:46,7.99,7.233,0.0001
2026-05-29 01:32:49,7.99,7.233,0.0001
2026-05-29 01:32:52,7.99,7.233,0.0001
2026-05-29 01:32:55,7.99,7.233,0.0001
2026-05-29 01:32:58,7.99,7.233,0.0001
2026-05-29 01:33:01,7.99,7.233,0.0001
2026-05-29 01:33:04,7.99,7.233,0.0001
2026-05-29 01:33:07,7.99,7.233,0.0001
2026-05-29 01:33:10,7.99,7.233,0.0001
2026-05-29 01:33:13,7.99,7.233,0.0001
2026-05-29 01:33:16,7.99,7.233,0.0001
2026-05-29 01:33:19,7.99,7.233,0.0001
2026-05-29 01:33:22,7.99,7.233,0.0001
2026-05-29 01:33:25,7.99,7.233,0.0001
2026-05-29 01:33:28,7.99,7.233,0.0001
2026-05-29 01:33:31,7.99,7.233,0.0001
2026-05-29 01:33:34,7.99,7.233,0.0001
2026-05-29 01:33:37,7.99,7.233,0.0001
2026-05-29 01:33:40,7.99,7.233,0.0001
2026-05-29 01:33:43,7.99,7.233,0.0001
2026-05-29 01:33:46,7.99,7.233,0.0001
2026-05-29 01:33:49,7.99,7.233,0.0001
2026-05-29 01:33:52,7.99,7.233,0.0001
2026-05-29 01:33:55,7.99,7.233,0.0001
2026-05-29 01:33:58,7.99,7.233,0.0001
2026-05-29 01:34:01,7.99,7.233,0.0001
2026-05-29 01:34:04,7.99,7.233,0.0001
2026-05-29 01:34:07,7.99,7.233,0.0001
2026-05-29 01:34:11,7.99,7.233,0.0001
2026-05-29 01:34:14,7.99,7.233,0.0001
2026-05-29 01:34:17,7.99,7.233,0.0001
2026-05-29 01:34:20,7.99,7.233,0.0001
2026-05-29 01:34:23,7.99,7.233,0.0001
2026-05-29 01:34:26,7.99,7.233,0.0001
2026-05-29 01:34:29,7.99,7.233,0.0001
2026-05-29 01:34:32,7.99,7.233,0.0001
2026-05-29 01:34:35,7.99,7.233,0.0001
2026-05-29 01:34:38,7.99,7.233,0.0001
2026-05-29 01:34:41,7.99,7.233,0.0001
2026-05-29 01:34:44,7.99,7.233,0.0001
2026-05-29 01:34:47,7.99,7.233,0.0001
2026-05-29 01:34:50,7.99,7.233,0.0001
2026-05-29 01:34:53,7.99,7.233,0.0001
2026-05-29 01:34:56,7.99,7.233,0.0001
2026-05-29 01:34:59,7.99,7.233,0.0001
2026-05-29 01:35:02,7.99,7.233,0.0001
2026-05-29 01:35:05,7.99,7.233,0.0001
2026-05-29 01:35:08,7.99,7.233,0.0001
2026-05-29 01:35:11,7.99,7.233,0.0001
2026-05-29 01:35:14,7.99,7.233,0.0001
2026-05-29 01:35:17,7.99,7.233,0.0001
2026-05-29 01:35:20,7.99,7.233,0.0001
2026-05-29 01:35:23,7.99,7.233,0.0001
2026-05-29 01:35:26,7.99,7.233,0.0001
2026-05-29 01:35:29,7.99,7.233,0.0001
2026-05-29 01:35:32,7.99,7.233,0.0001
2026-05-29 01:35:35,7.99,7.233,0.0001
2026-05-29 01:35:38,7.99,7.233,0.0001
2026-05-29 01:35:42,7.99,7.233,0.0001
2026-05-29 01:35:45,7.99,7.233,0.0001
2026-05-29 01:35:48,7.99,7.233,0.0001
2026-05-29 01:35:51,7.99,7.233,0.0001
2026-05-29 01:35:54,7.99,7.233,0.0001
2026-05-29 01:35:57,7.99,7.233,0.0001
2026-05-29 01:36:00,7.99,7.233,0.0001
2026-05-29 01:36:03,7.99,7.233,0.0001
2026-05-29 01:36:06,7.99,7.233,0.0001
2026-05-29 01:36:09,7.99,7.233,0.0001
2026-05-29 01:36:12,7.99,7.233,0.0001
2026-05-29 01:36:15,7.99,7.233,0.0001
2026-05-29 01:36:18,7.99,7.233,0.0001
2026-05-29 01:36:21,7.99,7.233,0.0001
