timestamp,real_step,pH,T_C,NH3_pct,mode,actual_risk,rb_risk,fql_risk,dqn_risk,rb_correct,fql_correct,dqn_correct,fql_steps,epsilon
2026-05-25 21:44:24,1,7.446,24.81,1.5383,RB,1,1,1,-1,1,1,-1,1,0.2999
2026-05-25 21:44:26,2,7.457,24.81,1.5772,RB,1,1,1,-1,1,1,-1,2,0.2997
2026-05-25 21:44:28,3,7.468,24.81,1.617,RB,1,1,3,-1,1,0,-1,3,0.2996
2026-05-25 21:44:30,4,7.474,24.81,1.6391,RB,1,1,1,-1,1,1,-1,4,0.2994
2026-05-25 21:44:32,5,7.474,25.0,1.6609,RB,1,1,1,-1,1,1,-1,5,0.2993
2026-05-25 21:44:34,6,7.413,24.75,1.4214,RB,1,1,1,-1,1,1,-1,6,0.2991
2026-05-25 21:44:36,7,7.418,24.81,1.4437,RB,1,1,3,-1,1,0,-1,7,0.299
2026-05-25 21:44:38,8,7.44,24.81,1.5176,RB,1,1,1,-1,1,1,-1,8,0.2988
2026-05-25 21:44:40,9,7.463,24.81,1.5988,RB,1,1,3,-1,1,0,-1,9,0.2987
2026-05-25 21:44:42,10,7.474,24.81,1.6391,RB,1,1,1,-1,1,1,-1,10,0.2985
2026-05-25 21:44:44,11,7.485,24.81,1.6804,RB,1,1,3,-1,1,0,-1,11,0.2984
2026-05-25 21:44:46,12,7.491,24.75,1.6963,RB,1,1,1,-1,1,1,-1,12,0.2982
2026-05-25 21:44:48,13,7.485,24.81,1.6804,RB,1,1,1,-1,1,1,-1,13,0.2981
2026-05-25 21:44:50,14,7.485,24.81,1.6804,RB,1,1,1,-1,1,1,-1,14,0.2979
2026-05-25 21:44:52,15,7.452,24.81,1.5594,RB,1,1,1,-1,1,1,-1,15,0.2978
2026-05-25 21:44:54,16,7.429,24.81,1.4802,RB,1,1,1,-1,1,1,-1,16,0.2976
2026-05-25 21:44:56,17,7.452,24.81,1.5594,RB,1,1,1,-1,1,1,-1,17,0.2975
2026-05-25 21:44:58,18,7.48,24.81,1.6615,RB,1,1,0,-1,1,0,-1,18,0.2973
2026-05-25 21:45:00,19,7.491,24.81,1.7034,RB,1,1,1,-1,1,1,-1,19,0.2972
2026-05-25 21:45:02,20,7.496,24.81,1.7228,RB,1,1,1,-1,1,1,-1,20,0.297
2026-05-25 21:45:04,21,7.48,24.81,1.6615,RB,1,1,2,-1,1,0,-1,21,0.2969
2026-05-25 21:45:06,22,7.429,24.81,1.4802,RB,1,1,3,-1,1,0,-1,22,0.2967
2026-05-25 21:45:08,23,7.446,24.81,1.5383,RB,1,1,1,-1,1,1,-1,23,0.2966
2026-05-25 21:45:10,24,7.491,24.81,1.7034,RB,1,1,1,-1,1,1,-1,24,0.2964
2026-05-25 21:45:12,25,7.491,24.75,1.6963,RB,1,1,1,-1,1,1,-1,25,0.2963
2026-05-25 21:45:14,26,7.48,24.75,1.6546,RB,1,1,1,-1,1,1,-1,26,0.2961
2026-05-25 21:45:16,27,7.446,24.81,1.5383,RB,1,1,1,-1,1,1,-1,27,0.296
2026-05-25 21:45:18,28,7.435,24.81,1.5004,RB,1,1,1,-1,1,1,-1,28,0.2958
2026-05-25 21:45:20,29,7.474,24.81,1.6391,RB,1,1,1,-1,1,1,-1,29,0.2957
2026-05-25 21:45:22,30,7.485,24.81,1.6804,RB,1,1,1,-1,1,1,-1,30,0.2955
2026-05-25 21:45:24,31,7.48,24.81,1.6615,RB,1,1,1,-1,1,1,-1,31,0.2954
2026-05-25 21:45:26,32,7.446,24.81,1.5383,RB,1,1,1,-1,1,1,-1,32,0.2952
2026-05-25 21:45:28,33,7.418,24.81,1.4437,RB,1,1,2,-1,1,0,-1,33,0.2951
2026-05-25 21:45:30,34,7.452,24.81,1.5594,RB,1,1,1,-1,1,1,-1,34,0.2949
2026-05-25 21:45:32,35,7.485,24.75,1.6734,RB,1,1,1,-1,1,1,-1,35,0.2948
2026-05-25 21:45:34,36,7.496,24.81,1.7228,RB,1,1,1,-1,1,1,-1,36,0.2946
2026-05-25 21:45:36,37,7.491,24.81,1.7034,RB,1,1,1,-1,1,1,-1,37,0.2945
2026-05-25 21:45:38,38,7.491,24.81,1.7034,RB,1,1,1,-1,1,1,-1,38,0.2944
2026-05-25 21:45:40,39,7.468,24.81,1.617,RB,1,1,1,-1,1,1,-1,39,0.2942
2026-05-25 21:45:42,40,7.452,24.81,1.5594,RB,1,1,1,-1,1,1,-1,40,0.2941
2026-05-25 21:45:44,41,7.429,24.81,1.4802,RB,1,1,3,-1,1,0,-1,41,0.2939
2026-05-25 21:45:46,42,7.429,24.81,1.4802,RB,1,1,1,-1,1,1,-1,42,0.2938
2026-05-25 21:45:48,43,7.44,24.81,1.5176,RB,1,1,0,-1,1,0,-1,43,0.2936
2026-05-25 21:45:50,44,7.446,24.81,1.5383,RB,1,1,1,-1,1,1,-1,44,0.2935
2026-05-25 21:45:52,45,7.468,24.81,1.617,RB,1,1,1,-1,1,1,-1,45,0.2933
2026-05-25 21:45:54,46,7.485,24.81,1.6804,RB,1,1,1,-1,1,1,-1,46,0.2932
2026-05-25 21:45:56,47,7.491,25.0,1.7261,RB,1,1,1,-1,1,1,-1,47,0.293
2026-05-25 21:45:58,48,7.452,24.81,1.5594,RB,1,1,0,-1,1,0,-1,48,0.2929
2026-05-25 21:46:00,49,7.429,24.81,1.4802,RB,1,1,1,-1,1,1,-1,49,0.2927
2026-05-25 21:46:02,50,7.424,24.81,1.4635,RB,1,1,0,-1,1,0,-1,50,0.2926
2026-05-25 21:46:04,51,7.446,24.81,1.5383,RB,1,1,0,-1,1,0,-1,51,0.2924
2026-05-25 21:46:06,52,7.48,24.81,1.6615,RB,1,1,2,-1,1,0,-1,52,0.2923
2026-05-25 21:46:08,53,7.474,24.81,1.6391,RB,1,1,1,-1,1,1,-1,53,0.2922
2026-05-25 21:46:10,54,7.468,24.81,1.617,RB,1,1,1,-1,1,1,-1,54,0.292
2026-05-25 21:46:12,55,7.429,24.81,1.4802,RB,1,1,1,-1,1,1,-1,55,0.2919
2026-05-25 21:46:14,56,7.418,24.81,1.4437,RB,1,1,1,-1,1,1,-1,56,0.2917
2026-05-25 21:46:16,57,7.468,24.81,1.617,RB,1,1,1,-1,1,1,-1,57,0.2916
2026-05-25 21:46:18,58,7.48,24.81,1.6615,RB,1,1,1,-1,1,1,-1,58,0.2914
2026-05-25 21:46:20,59,7.474,24.81,1.6391,RB,1,1,1,-1,1,1,-1,59,0.2913
2026-05-25 21:46:22,60,7.44,24.81,1.5176,RB,1,1,0,-1,1,0,-1,60,0.2911
2026-05-25 21:46:24,61,7.429,24.81,1.4802,RB,1,1,1,-1,1,1,-1,61,0.291
2026-05-25 21:46:26,62,7.457,24.81,1.5772,RB,1,1,1,-1,1,1,-1,62,0.2908
2026-05-25 21:46:28,63,7.485,24.81,1.6804,RB,1,1,1,-1,1,1,-1,63,0.2907
2026-05-25 21:46:30,64,7.474,24.81,1.6391,RB,1,1,1,-1,1,1,-1,64,0.2905
