timestamp,real_step,pH,T_C,NH3_pct,mode,actual_risk,rb_risk,fql_risk,dqn_risk,rb_correct,fql_correct,dqn_correct,fql_steps,epsilon,bandwidth_mbps,latency_ms,jitter_ms
2026-05-29 01:41:02,17,7.547,25.0,1.959,RB,1,1,1,-1,1,1,-1,17,0.2975,9.4e-05,9.84,6.981
2026-05-29 01:41:04,18,7.558,25.0,2.0082,RB,1,1,1,-1,1,1,-1,18,0.2973,9.2e-05,10.13,6.63
2026-05-29 01:41:07,19,7.524,25.0,1.8598,RB,1,1,1,-1,1,1,-1,19,0.2972,8.9e-05,10.04,6.312
2026-05-29 01:41:09,20,7.563,25.0,2.031,RB,1,1,3,-1,1,0,-1,20,0.297,0.000113,11.87,6.795
2026-05-29 01:41:11,21,7.502,25.0,1.7696,RB,1,1,1,-1,1,1,-1,21,0.2969,0.000119,10.86,6.558
2026-05-29 01:41:13,22,7.558,25.0,2.0082,RB,1,1,1,-1,1,1,-1,22,0.2967,0.00012,10.4,6.479
2026-05-29 01:41:15,23,7.513,25.0,1.8141,RB,1,1,1,-1,1,1,-1,23,0.2966,0.000105,13.12,5.98
2026-05-29 01:41:17,24,7.547,25.0,1.959,RB,1,1,1,-1,1,1,-1,24,0.2964,0.000105,12.55,5.777
2026-05-29 01:41:19,25,7.513,25.0,1.8141,RB,1,1,1,-1,1,1,-1,25,0.2963,0.00011,10.62,5.688
2026-05-29 01:41:21,26,7.558,25.0,2.0082,RB,1,1,3,-1,1,0,-1,26,0.2961,8.6e-05,12.12,5.944
2026-05-29 01:41:23,27,7.547,25.0,1.959,RB,1,1,1,-1,1,1,-1,27,0.296,0.000108,11.91,6.157
2026-05-29 01:41:25,28,7.53,25.0,1.8852,RB,1,1,1,-1,1,1,-1,28,0.2958,9.5e-05,11.47,6.305
2026-05-29 01:41:27,29,7.552,25.0,1.9812,RB,1,1,0,-1,1,0,-1,29,0.2957,9.9e-05,11.66,5.839
2026-05-29 01:41:29,30,7.496,25.0,1.7457,RB,1,1,1,-1,1,1,-1,30,0.2955,0.00011,11.63,5.893
2026-05-29 01:41:31,31,7.541,25.0,1.9326,RB,1,1,2,-1,1,0,-1,31,0.2954,0.000106,10.58,5.721
2026-05-29 01:41:33,32,7.496,25.0,1.7457,RB,1,1,1,-1,1,1,-1,32,0.2952,7.3e-05,8.57,5.299
2026-05-29 01:41:35,33,7.547,25.0,1.959,RB,1,1,2,-1,1,0,-1,33,0.2951,7.7e-05,10.41,5.472
2026-05-29 01:41:37,34,7.53,25.0,1.8852,RB,1,1,1,-1,1,1,-1,34,0.2949,0.000104,8.85,5.209
2026-05-29 01:41:39,35,7.524,25.0,1.8598,RB,1,1,1,-1,1,1,-1,35,0.2948,0.000108,13.49,4.997
2026-05-29 01:41:41,36,7.541,25.0,1.9326,RB,1,1,1,-1,1,1,-1,36,0.2946,0.000117,11.87,4.997
2026-05-29 01:41:43,37,7.502,25.0,1.7696,RB,1,1,1,-1,1,1,-1,37,0.2945,0.00011,12.48,4.774
2026-05-29 01:41:45,38,7.541,25.0,1.9326,RB,1,1,1,-1,1,1,-1,38,0.2944,8.8e-05,10.4,5.365
2026-05-29 01:41:47,39,7.519,25.0,1.8389,RB,1,1,3,-1,1,0,-1,39,0.2942,8.9e-05,9.39,5.038
2026-05-29 01:41:49,40,7.547,25.0,1.959,RB,1,1,1,-1,1,1,-1,40,0.2941,9.1e-05,11.58,5.179
2026-05-29 01:41:51,41,7.513,25.0,1.8141,RB,1,1,3,-1,1,0,-1,41,0.2939,0.000102,8.8,5.007
2026-05-29 01:41:53,42,7.541,25.0,1.9326,RB,1,1,1,-1,1,1,-1,42,0.2938,9.3e-05,8.18,4.746
2026-05-29 01:41:55,43,7.524,25.0,1.8598,RB,1,1,1,-1,1,1,-1,43,0.2936,0.000117,11.68,4.528
