timestamp,real_step,pH,T_C,NH3_pct,mode,actual_risk,rb_risk,fql_risk,dqn_risk,rb_correct,fql_correct,dqn_correct,fql_steps,epsilon,bandwidth_mbps,latency_ms
2026-05-25 22:12:36,1,7.686,25.0,2.6781,RB,1,1,3,-1,1,0,-1,1,0.2999,0.0,0.0
2026-05-25 22:12:38,2,7.686,25.0,2.6781,RB,1,1,2,-1,1,0,-1,2,0.2997,0.0,0.0
2026-05-25 22:12:40,3,7.647,25.0,2.4538,RB,1,1,0,-1,1,0,-1,3,0.2996,0.0,0.0
2026-05-25 22:12:42,4,7.686,25.0,2.6781,RB,1,1,0,-1,1,0,-1,4,0.2994,0.0,0.0
2026-05-25 22:12:44,5,7.642,25.0,2.4264,RB,1,1,0,-1,1,0,-1,5,0.2993,0.0,0.0
2026-05-25 22:12:46,6,7.686,25.0,2.6781,RB,1,1,3,-1,1,0,-1,6,0.2991,0.0,0.0
2026-05-25 22:12:48,7,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,7,0.299,0.0,0.0
2026-05-25 22:12:50,8,7.636,25.0,2.3939,RB,1,1,1,-1,1,1,-1,8,0.2988,0.0,0.0
2026-05-25 22:12:52,9,7.681,25.0,2.6483,RB,1,1,1,-1,1,1,-1,9,0.2987,0.0,0.0
2026-05-25 22:12:54,10,7.658,25.0,2.5151,RB,1,1,1,-1,1,1,-1,10,0.2985,0.0,0.0
2026-05-25 22:12:56,11,7.653,25.0,2.4871,RB,1,1,1,-1,1,1,-1,11,0.2984,0.0,0.0
2026-05-25 22:12:58,12,7.681,25.0,2.6483,RB,1,1,1,-1,1,1,-1,12,0.2982,0.0,0.0
2026-05-25 22:13:00,13,7.636,25.0,2.3939,RB,1,1,3,-1,1,0,-1,13,0.2981,0.0,0.0
2026-05-25 22:13:02,14,7.669,25.0,2.578,RB,1,1,1,-1,1,1,-1,14,0.2979,0.0,0.0
2026-05-25 22:13:04,15,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,15,0.2978,0.0,0.0
2026-05-25 22:13:06,16,7.636,25.0,2.3939,RB,1,1,2,-1,1,0,-1,16,0.2976,0.0,0.0
2026-05-25 22:13:08,17,7.692,25.0,2.7144,RB,1,1,1,-1,1,1,-1,17,0.2975,0.0,0.0
2026-05-25 22:13:10,18,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,18,0.2973,0.0,0.0
2026-05-25 22:13:12,19,7.625,25.0,2.3354,RB,1,1,1,-1,1,1,-1,19,0.2972,0.0,0.0
2026-05-25 22:13:14,20,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,20,0.297,0.0,0.0
2026-05-25 22:13:16,21,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,21,0.2969,0.0,0.0
2026-05-25 22:13:18,22,7.625,25.0,2.3354,RB,1,1,3,-1,1,0,-1,22,0.2967,0.0,0.0
2026-05-25 22:13:20,23,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,23,0.2966,0.0,0.0
2026-05-25 22:13:22,24,7.686,25.0,2.6781,RB,1,1,0,-1,1,0,-1,24,0.2964,0.0,0.0
2026-05-25 22:13:24,25,7.653,25.0,2.4871,RB,1,1,1,-1,1,1,-1,25,0.2963,0.0,0.0
2026-05-25 22:13:26,26,7.692,25.0,2.7144,RB,1,1,1,-1,1,1,-1,26,0.2961,0.0,0.0
2026-05-25 22:13:28,27,7.636,25.0,2.3939,RB,1,1,1,-1,1,1,-1,27,0.296,0.0,0.0
2026-05-25 22:13:30,28,7.697,25.0,2.745,RB,1,1,1,-1,1,1,-1,28,0.2958,0.0,0.0
2026-05-25 22:13:33,29,7.675,25.0,2.6129,RB,1,1,2,-1,1,0,-1,29,0.2957,0.0,0.0
2026-05-25 22:13:34,30,7.692,25.0,2.7144,RB,1,1,1,-1,1,1,-1,30,0.2955,0.0,0.0
2026-05-25 22:13:36,31,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,31,0.2954,0.0,0.0
2026-05-25 22:13:38,32,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,32,0.2952,0.0,0.0
2026-05-25 22:13:41,33,7.692,25.0,2.7144,RB,1,1,1,-1,1,1,-1,33,0.2951,0.0,0.0
2026-05-25 22:13:42,34,7.647,25.0,2.4538,RB,1,1,1,-1,1,1,-1,34,0.2949,0.0,0.0
2026-05-25 22:13:44,35,7.697,25.0,2.745,RB,1,1,1,-1,1,1,-1,35,0.2948,0.0,0.0
2026-05-25 22:13:47,36,7.664,25.0,2.5492,RB,1,1,0,-1,1,0,-1,36,0.2946,0.0,0.0
2026-05-25 22:13:49,37,7.686,25.0,2.6781,RB,1,1,0,-1,1,0,-1,37,0.2945,0.0,0.0
2026-05-25 22:13:50,38,7.697,25.0,2.745,RB,1,1,1,-1,1,1,-1,38,0.2944,0.0,0.0
2026-05-25 22:13:53,39,7.653,25.0,2.4871,RB,1,1,1,-1,1,1,-1,39,0.2942,0.0,0.0
2026-05-25 22:13:55,40,7.709,25.0,2.8197,RB,1,1,1,-1,1,1,-1,40,0.2941,0.0,0.0
2026-05-25 22:13:56,41,7.703,25.0,2.7821,RB,1,1,0,-1,1,0,-1,41,0.2939,0.0,0.0
2026-05-25 22:13:59,42,7.681,25.0,2.6483,RB,1,1,1,-1,1,1,-1,42,0.2938,0.0,0.0
2026-05-25 22:14:01,43,7.709,25.0,2.8197,RB,1,1,0,-1,1,0,-1,43,0.2936,0.0,0.0
2026-05-25 22:14:03,44,7.647,25.0,2.4538,RB,1,1,1,-1,1,1,-1,44,0.2935,0.0,0.0
2026-05-25 22:14:05,45,7.681,25.0,2.6483,RB,1,1,3,-1,1,0,-1,45,0.2933,0.0,0.0
2026-05-25 22:14:07,46,7.703,25.0,2.7821,RB,1,1,1,-1,1,1,-1,46,0.2932,0.0,0.0
2026-05-25 22:14:09,47,7.647,25.0,2.4538,RB,1,1,1,-1,1,1,-1,47,0.293,0.0,0.0
2026-05-25 22:14:11,48,7.697,25.0,2.745,RB,1,1,1,-1,1,1,-1,48,0.2929,0.0,0.0
2026-05-25 22:14:13,49,7.709,25.0,2.8197,RB,1,1,2,-1,1,0,-1,49,0.2927,0.0,0.0
2026-05-25 22:14:15,50,7.642,25.0,2.4264,RB,1,1,0,-1,1,0,-1,50,0.2926,0.0,0.0
2026-05-25 22:14:17,51,7.681,25.0,2.6483,RB,1,1,1,-1,1,1,-1,51,0.2924,0.0,0.0
2026-05-25 22:14:19,52,7.692,25.0,2.7144,RB,1,1,1,-1,1,1,-1,52,0.2923,0.0,0.0
2026-05-25 22:14:21,53,7.642,25.0,2.4264,RB,1,1,2,-1,1,0,-1,53,0.2922,0.0,0.0
2026-05-25 22:14:23,54,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,54,0.292,0.0,0.0
2026-05-25 22:14:25,55,7.692,25.0,2.7144,RB,1,1,3,-1,1,0,-1,55,0.2919,0.0,0.0
2026-05-25 22:14:27,56,7.647,25.0,2.4538,RB,1,1,1,-1,1,1,-1,56,0.2917,0.0,0.0
2026-05-25 22:14:29,57,7.703,25.0,2.7821,RB,1,1,1,-1,1,1,-1,57,0.2916,0.0,0.0
2026-05-25 22:14:31,58,7.709,25.0,2.8197,RB,1,1,1,-1,1,1,-1,58,0.2914,0.0,0.0
2026-05-25 22:14:33,59,7.664,25.0,2.5492,RB,1,1,1,-1,1,1,-1,59,0.2913,0.0,0.0
2026-05-25 22:14:35,60,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,60,0.2911,0.0,0.0
2026-05-25 22:14:37,61,7.709,25.0,2.8197,RB,1,1,1,-1,1,1,-1,61,0.291,0.0,0.0
2026-05-25 22:14:39,62,7.681,25.0,2.6483,RB,1,1,1,-1,1,1,-1,62,0.2908,0.0,0.0
2026-05-25 22:14:41,63,7.692,25.0,2.7144,RB,1,1,3,-1,1,0,-1,63,0.2907,0.0,0.0
2026-05-25 22:14:43,64,7.709,25.0,2.8197,RB,1,1,1,-1,1,1,-1,64,0.2905,0.0,0.0
2026-05-25 22:14:45,65,7.653,25.0,2.4871,RB,1,1,1,-1,1,1,-1,65,0.2904,0.0,0.0
2026-05-25 22:14:47,66,7.72,25.0,2.8899,RB,1,1,2,-1,1,0,-1,66,0.2903,0.0,0.0
2026-05-25 22:14:49,67,7.669,25.0,2.578,RB,1,1,1,-1,1,1,-1,67,0.2901,0.0,0.0
2026-05-25 22:14:51,68,7.709,25.0,2.8197,RB,1,1,1,-1,1,1,-1,68,0.29,0.0,0.0
2026-05-25 22:14:53,69,7.714,25.0,2.8514,RB,1,1,1,-1,1,1,-1,69,0.2898,0.0,0.0
2026-05-25 22:14:55,70,7.681,25.0,2.6483,RB,1,1,1,-1,1,1,-1,70,0.2897,0.0,0.0
2026-05-25 22:14:57,71,7.714,25.0,2.8514,RB,1,1,1,-1,1,1,-1,71,0.2895,0.0,0.0
2026-05-25 22:14:59,72,7.664,25.0,2.5492,RB,1,1,1,-1,1,1,-1,72,0.2894,0.0,0.0
2026-05-25 22:15:01,73,7.714,25.0,2.8514,RB,1,1,1,-1,1,1,-1,73,0.2892,0.0,0.0
2026-05-25 22:15:03,74,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,74,0.2891,0.0,0.0
2026-05-25 22:15:05,75,7.686,25.0,2.6781,RB,1,1,1,-1,1,1,-1,75,0.289,0.0,0.0
2026-05-25 22:15:07,76,7.709,25.0,2.8197,RB,1,1,0,-1,1,0,-1,76,0.2888,0.0,0.0
2026-05-25 22:15:09,77,7.653,25.0,2.4871,RB,1,1,1,-1,1,1,-1,77,0.2887,0.0,0.0
